"0000 - U.S. President","0001 - U.S. Senate","0002 - County Clerk","0004 - Athletic Director","0003 - Question 1 - should the starting time of the annual town meeting be moved to 6:30 PM?"
205dd1afa8bd0309d6f0831e92158caf05d130ac,bf9a01e943f99e780c39b3e10a2291b98d4ae131,b733efbc7f55acb8f2d7db075c7f2161e27faa77,390f1e00f660aa5c2e46fab59f7b81632cd77bb0,b138a39c8d92b985547d187047b247337cbf90e6
48d17d3c778f9aac66d6eaefe02a1d14492c0c04,0bb2e2c33ad96506ad5c0b8c57b17de3b8b6e99d,206495c3146ab5b978b25a5b52bbac4850def81c,2fbf2e6ee731ef27d9540cbb1091d968b90d7f4b,5a9343b9870fc2c86f56e2418e5e3aed558359c4
15c6af89f2439439f248a9632af0cc8061752ddd,1a5ca2c3036c7fe2fdd195c1778fdfeb3328323e,38ca8f73a735f1f223c07b72124c82b509277ea7,cfdf3573d52bceda6006e9bba99d2ab216b84397,ec22514fc686ec34154062e2762b827c640f85bc
6fed6e88e19f5957c9f35ac7928bdfecdaed0c16,1ccb760030c05866432e8d661c805f691cbb7c4b,ba4eace8bda59f3ef8463536351df2da5d20f5a4,8a29414ed17ab7c224d417b05a23050af5db529b,17843667f67fb29e79db96d6b040be0328dff7d6
8316947ad603152c3f19a5ca0332602bae11a372,30b48a409de24936ca8442a9a8eeae49e878b7be,6ba18abaeb8c5f0d9f829edba30e3bbac0f0de0e,a03908d954aa765c66a33e699f43929863c27b44,515d57b1f1b7cc572ca7a164f46f14f2b6863033
b8a549ed6cea8e930afcc0dfc4d53d9490216c40,48f35ffd4ed0349b20591baf4cf4e405a94c1225,41ba629566fc17a2bdd52a6c053919fe1e2e33a5,3a5c24746a5be790313f803af7eed971bf29188d,1a267b880390b9bb5a1e90a292f59361a039cd4c
6ed1304bfad1aa597531cf9ffd195cce555dfea2,94f6795de7782b7fd96dbcb3df9d9441ca437669,5bec270ade2129ef0b94f7e003e17829e8d9f9ca,8a0a4473b14922edb413754bc7b602475aa51f55,89020f93526c4f5a97f5bde437d7251beed910de
bbaf79931c107f9f1717e8c870d5522a90a663f5,0313a0109a19376678e8d33ae470d798ff779e7f,b4ef0497d080055b5ab3f9996ada619d30cd19c3,ba017117b3a3741e49052af3e1fb546db58d48de,f903ce32ba742030628646543390c9886ef6a349
618364dd5ce90f62c3ae571a3c372aa94b0c6074,7be4f0e44b3234c3f6b022ccae9d698d20f88704,34e8c116c31a253ee7e91e5bed1942b4e07dc341,13bc74278d91340b6dec4a94ccc9e079daf90c91,c6111bc73df2bcd6686989a1534a5fd35f3d9c85
39247c5d59fb01470042898de2e64b323fbd2638,13b21bc8aed17862f4f1a8932f97bcfa8f2ad208,74c02b178ee0a403e62edcda16fe146332db43f9,29153a168d233645c81c66ef84d82dea354e9134,dace6a75b5203db0163ad111a9d75986299aa793
d4183190d800c19a0a402e186c7d86ad451ce5d2,626d47d0e2dad79bf58bacee1667e6a0b08a2057,131ef53dd15095b246592072b5a70e4841609b4d,0ee71a518b99549ef86efa5579d66baf40c48c16,3f9ed4ffc3f76ef064ce200088a64c90059b6d21
b0e65f32b7cb2d3d72a588be134b02afec79319e,29cfdfedc1e92582ecbe7234914acd4d0f6e0e84,42bf9d59f56c383855f830451b76f2d08925a18c,29217c012a0a1ddce5f0fad1c779d2728a385be0,2471ead4c2a27f7d70592553037776ed842ccad8
5818c0b33767f2b8ee57de0a9aae7b7361071902,b1360bf4feb8612572075352153068f9f3f7f283,a4775b678e2fa17717e789a314e3ccd63ee2352e,89f44e2d72b3ea4d579ce2ca6d8ce3b385c71544,3854e1d1260df74edb258d57f869eae9193fdc0b
8b2918e6bc122c9febfe05b975ee9015bf17bd2c,b83747a7204842bf5dde148af300b1d6bba5deb6,e519ea72305baea86dfb9050b81c3025c43f96cb,395716c3c1f3a8034b9300e9dcc12e01c7575eeb,6f9ca20131144c7574953280b0dc7213aa18924c
d0f13adfa446d7398019ef9ed0bf16a8f49471d9,7f40cabc466b2ebfda6572ed1a7205b85a6624ec,fc4b0bacf762a2a50bbddf61832a8adad94a18bb,2598e2d83594deb9fdd9647b5292d7e14463b491,55e6c6c43b1653e75eb8fd3fe9e294023444e76e
24e3ca7f0ccb8ba973351f3639dbaa11587b3ea3,d0c55a5d813bdb3555cb51043f9ec1bd23d83082,a98afcb2b6cbb0fa411b8ef3e5d52c1837b2957c,428bde6722f884ba5864078b1fbc5806a5bf6ef7,f911fdeb03ffc24ef553dacdfe6fc5338b270965
775504ca376f77de9fe339e9050b185453b290b6,b305115800e30af9fc35e529fd124e487cbc2cb2,f32ac3d0db2b9511007399879bbb707d28e8ea81,caca38f318927645ea01b86e56ed90f947e5fec3,bc6e3875a29e1aa961de476e6f749327771ab9e6
9f3da2c1759faa0acd89151e77f709423d9afe4f,297e3ab4801cb482b7d932368c9db9b8d17dea33,ae3fb940852dde14052764514f6f22daa5a7f4f9,61cd867350a1d2f45ed33d58200c57005e62472d,996b998fbc7211de9d2c3f0b5b4ca83e94fe77aa
9b59862b04034614a4e350c30e9f3d8f348bdc77,1baa6e534e3adf2d4771f8e83b0a6ff7d2e58a42,3387c74f907c84beaa4c46389ef6689846dd7242,a2d1dd5f4ec3318be26e7186cbf3e46159695136,c336c14e18c3ac87ab06493009281f50e103e0b9
a003ad5f37aad62ceef18b3acaae4a8dd156aa65,01e8c60d3eb4a1f57d772803775aa5f9d7db9faa,ea004d0c5be51599163a066ae3baec7bf880543e,a2f0169ce140074234dfe55c9fb51f653d9cd231,14a72cefd6dea135d599a9640f7c6bf33b09ea49
eb409b5d3ea0d11122d1f7c5d1764574ec745ea4,718b2503e14955a1c0428a6484fd6ac75da7ae11,2b50e07a353efb2895ffea716da0d5a7a438eec5,1ee7d3589d56597e3a719318eade26bffe1d9598,80372ab6183a0a81e0511e2989eb732f043d8a30
246c19d7f513c0ae126ccc3643adf6843f2c670a,f8eb9bd7852d7382c8f0433023293bcc1c9a4bd8,c0a2c0702dd9896173035eec1759c916880246c7,d76f89e2946ff6af300f88b516d971c4a36e855d,f43f52d5912b32f2bfc292c611c3bd44f7c58202
729f0fedd6afac6ff81bc24814c46c3198a8611a,bb4f812bbc12bb4a0d8ba31b5c83bafdfea6b388,1db971f5027553985ca21a577a28957199c0c95c,c4e7b229ce598b789b9dcbf33b2984e5ae22a702,1854207026860a8d020b95af6d666f1ebecc4f0a
5b189cd962a5d69a16c706338e845a7b5f353efb,c94f05ae958948ac9f47db364d2ae71682848dee,7f71cbc43db7e3a60b5df0f3b87cbd847a564c18,c3d59549c00466fceebdf70d3fa4127e31cd105d,b183dd36d49c96991119d99fa2e2b236c81eb646
7f46e8cc1405d627ee4491b3f9c5630f28e8348d,573f06e0a5aab73e302fa122f6e8853bf4396300,5f354217c47773f6c18362a2cad07d3ee10ecd62,cb5a0150d6f71b5f9bd26be03c334880ff2dd811,fb79369e9d74c8aaba89ad1b558477ad79710df2
409a0672d1c90a0211c0e2ebd9b43dce4d2bfe4d,e1440236d50698347a95a5b0fe4c6bac6a775928,6ec90d9db99263364e1b3ce6cdd5a294bfad4c4d,45668d211a331afc727620fb2898c558fa836f99,dd99eb8e36099697ec0390f8284e60952ea1f9da
3dac3978bae838d5ef42844cd086fa995e98e5c4,29fcb012137027017b26992488d1e168cd08fe47,e90cacfaa983bf34ab64d315e68e7b19a512a978,9bb91b9c2005eebd3662e0396488f668865b8ab1,c901dbaa77dc2e6b943fdf8dc697c9a23a28fb48
b0eb14dd6e2a301532a3a75f889df5c49b91557e,a19e5c8a7cd9dd00aa1b983961c193d8a7e13f7e,68e62f81807db3c46253dc5963542bb89375a222,5f12bbe9365948ee5181556af1ace9bcf09c1dce,6a997c32e31df007c2e33304a4949682dd92b215
8ef4b6fde8a1eec0852e1903883e69c2189ff0ea,3854984505d5d736da2d3ede38972c69cc64fa90,22f7ece032f454beda3b722bf9d6796dbaef17a0,e9dc25296317b5161638b00928eb47feb9146b3d,3cfe66054e26e4ac9f375de26f686818b6b1a6a2
6a765ebee4add535d5719b1d5fc501b738462a26,8aa5ea033dd729c20ad3e2f11f09452696935553,3e45ae1919fc9baad1aefe0335e3185a84607068,9ab26b56e5d635309f2dc1918a5d2d7abe5b6b14,7cbdd75859ef7baf1376751143a58b5f945cfd84
59392f1c597e7a1fc8bbad2cad3f61a374333bfa,e3897ea0cf4cd3ea82d84c206622069141cef5d0,9955a8ae82232620659ae7f311470ef87b64414a,24aed2e14f3329ebeb2eb81d73c0e6737b943d2f,0d6266348f4ad6b7e2830becdce08917dfba21ef
e1fa2fae0cb6b293530d89d99bc806da83fcd02a,de6483948e6ef8704e01eb68193e9b0a20f70b2f,a6b21d4119a8904b78ed6f35d31dea5cee0653f1,0918703a4292366e349edab8e5926fb58fa0dc0c,3986492d91e1552e260467850ba2bfe9fe7d4348
11f48ce087b6405bb878f866d867ad44750cebe8,31140a1570e859f291453b60f23c5e223ccaad2e,a9f313b485e7e09cccfd2fc23de4d56fa7ad09e4,c040461f9a6388e0a8e370e84d74a5f87d9a7958,5bdeedfa065bc541374e21dfc1056665e02ae12f
40253eb7dd45557ccd462d18897873bfaf3bafb7,1b947f59796001c164f0441f955f74a385514e1f,009deb4a9be07ab285295d653b33b1f2d2b488bd,20319263cc616cbb9d08b1ca544e6c6a32c6521d,a4e3c5c4267254dfc4d461481c2c59b566bb7b71
48d726173403f142d70b6a3a81974d21e0417ee1,245b7fb2ff71f9d521ec199138e4ae5c47210ab8,64627f7da49812ca1dec5a4d73defcbdb9e765d7,dbfba2267309fdc05594ccf0de415c82da6d8e7f,b76198bc25c30b5f2056ef9461f35cfaa7684195
ffbbdb77eb38f1531cf35f2d501b5be283da1f91,9670aff43cb6ff94b674261abcaec5da0d776f05,98ae0eb151deeb89781a19ea5a10db1df196187e,b78d835ba34d00f7f8dfebc8a829c426da1d37b4,51d7d839c24df7d77da62e302d053c21f3898455
b9758771727559a8f8016156f8d60ac186c02752,f1acea36698a28bb1ba7ba64c07219cfbe6de6c7,6b406a719a912ee01e7b8aaa14783a4a497c57b0,1d9859aef178e3288cafdc6376b932d59f783f17,7ad29311c700acaf0643c0ecae07917678f970ca
d17940d88fa9f304b8ff692844765f48e0c44308,055895bc9c2d0d97513e9e43c21758346c0fe223,b23c8221e8468b4138979bcaa5ed14e31f8868be,de4d606840fa24c8c8fdedd62b56c188f28fcb32,ac6f07b173ccbcc97dfa9a17fd5a6b26750452f3
7429488a04cb254933b95dd2f0460c148b9c0f79,cbf9ce20003b1c285cc795ad5d655eed06539d27,f572a747d51853c4662dc899e8573cdf89303430,c12d80565ce639aa56e9608922e80aea602ae681,2c2a50060ca988bb73102b6038520d2a15924894
ceb543cac98796aa6ce45bf8c2e409aa8571efaa,716b8ab1813776e0771b5a9c5e5d7208876570a2,b0b9ced6883932f76b4d0012caddd1ccb2bd15a4,23bc0e98fa82077361c9419f11ac3f907fb3fd06,9f2c697643eed654fdad2600b74ca8817f3edca2
6970abf8f589717ff218e63905948f5698733653,55e961c60234d5843159fc65389e200dea5c0ee5,3d3a79b3bdf7a2ef9cb3b4b66db4736b71df6911,72297df50c5515f9bd977ac1f6a0fc1188e575b3,a9d11156864d8c0b533647cba29701c68b9375cf
058effa6ab85d3d75fe0b661f1ca88f16a0c01b4,cb04dea368705810f4870d182f6c7d6c51f5f535,3c0473887a3af3a28951839b766678c7ae919d7a,988a65fafa66bdda465db20e0045096028227f81,322bb39617a71d36c14ba2a9746f97f1bca7a40a
f4809fdbf86d031e93bcc023f719d98f1665efb6,cb89344a8ecbf00037c37ea0288afa491685143a,b8162b235af4ec2e1cfa0eca3da8bca68a254602,b0042d1665ccc503bb475aac2f3cad0390aa8dfa,de1adee7afd8e160f0d7feb03bc19bdd9b84ed7b
0149b1217802a22a8832069fc79f3a1664671cc9,7143bafc90d207515a3280faa5e897aee6062a52,993facf221cec05114847d45781faaf6a9cdba45,3c5324d33d8787858658b503fe29925b69527d1f,658f3177f59d09fde3969ce19a622f30ad760d20
38d78ca38f3640b36a73db925f8e0310226f9cba,b7e1cf44027732d847f6a81f43e120282e325bed,f4a39d78cd038f6c28f00f40ae63a71f2e3003a2,cf9e57661e6616d0bdc4d04ae5acffc423bc51e7,991e0316f38004ec0dfd60f369290fb6a0aea0b0
0a10b8f7b8510b5773464159a713e0fb90416fcc,caad7cc591d3d86355033b928992f79b7ed682bd,748687fd81b0f478e066380807f83129e51d00fd,826b8a8556e2c5377de76e2d6a5e73e1873e61d7,28ce762409da7fbc6879b9d6c3451176fade0187
e53fe18af56a2bdc026a96a66b10784a321ddc6e,1ffd6b7e38d2fb863408b70eb5273c394fc226cb,0a64fda00119c0a40d646747533981d43ecd2986,4fcad8d2e60f8790f07cafe98235fb2ec55ace7b,a9218baf9e1a8dead97b5391705ed6cf5dbd2f46
9bce5c60ab89e7fc64ecb304966ff4cd7ae94cba,b502039484334399d3039f3e43b64d4f821cfd32,3e8a2387d29b98cb8e1b05f66da0f49716b468b6,3c6a589648d39e08f380c34e564268ced226330f,bf8f7853609620ee69b88e1f97d91099e1255c6d
e88d6a3da1ad4b07686274aea923769c6fa34558,2b5f007db519d2e8729d67a725a43c58709b6f6a,8872fd038ca9d1e9bb57a46dafe533fa9e0f0295,c35b652082303b524bff09207fca58c802804a5e,4de55b773e158c2a3f95528b798859b67a48c38b
ba0f3f5997507376bce9e4b968a98aff72c75edf,0f18235d84c47535d237f96c9a1bc8d1ebe82897,bcf1b06053798afd97f9d2ffd88f1519b681abf5,b5f1c189df66a0cba3d2eb01c587ecc59958316c,a85ad1b3b093a0a8b11e1afde7f45e8770d92d60
02cc45e207095f05e6bb7a2615d1378de4903961,9d70ee121182d0555bbc3502919ba10e9f188857,4aa9310060070300730282a9af068ee10b4dc05a,ad0a4c144b2e11cbe3ddf45f25b21bf588054cd3,b52889b45f04904e36102c1917466c292eedabb4
3c57b9f9b5bf6e43118738bc8267c8d1c9296cf1,08277f646cc149010888662b317641317e257c2f,5ede667ee4237eff7ac05f20cf13a2942ad0abaf,4cdd1b21d93eb293bb8b8e3a8d3e876afc030dbd,f9f438955753128b3e8a1a8f4d136e6521c4e76d
29062cdbe2ef36f7bc2051475bc155c992d3fb7f,8f9baf335d6819856491f2dc08e56ec1b335efe0,70f571c8489b77a0b9d6a5e3954ae2e5c7459e6f,30a0c1efe04822f908e4bf3388c467c2d646b471,af50331dd2f8d8d46b09e5f769134e24068971e0
f3a3b1d3c83973b8a1f1e48617396c8dbcdf1a3d,2737ec1aa9f0327e1cfca8cd07ef146100638c72,91470c0f35490eb2691bc882cf5d7ae9896dc883,14087eff437803d90925ade90d6b1795f72661ce,f87ac51aab2b38c5c1af3e033bd147fa80f4cbfa
ecb496c69fd7a63623ca1a2235658eb084c3eb3e,46d63080f03ef03f60e95724d1a5713ee5150ae0,b7bcaee33d978c981289f6c9f9559d2f40df9628,f0d41930d61535fbe2d7d7471b9a4d3a9da82560,ce3dee0636937d79448e368e55f9cc3d50130c37
d8d53ca0fdf79b4b40e1ad7c582a05b3b273591d,281d0945583d84de04c6edd4d95d1f9f802f5fb6,73dc0c662fbda29921d3c7223ebf56b6eabc51ec,e7755564ab5a2e8f01329cf5ee3fe5810ed14186,d576998ed040bfbc3f9e9758e26e59f568e31843
3344e6e4e43715673c249ef5fb1f5647bb9bc7ed,876ff736fa4f62fc020d6aa5cb2f6d75c39e54f4,df7931173169feabff52be123ba65ab7f54091ef,7222b738adee406678f28a2328f286461548ebc6,2d2ff59a9f18dd084fc2a0a42cd26d0168b63ab0
d91cc5790a05b7f842eeb3c9c3420e2ad7dac8c4,e8dc389f1fc6116096b1596ab148601ca1477619,d738b3b5f93f499c1455197bc1f3e3b3d49780f5,ce1b581a648ac13736bfb442e7cd141b0b546a3e,499b2972e5384c0c43bdec0804effeb86b830045
f27962ef45ff874b8602de6eccedf3469eaf2164,dda5df5a19bf2cf4fbde36f341b06cdf0c418a8e,6b8576a5c9d04e3dc707802b5bf40474cf61c25b,01fa85da03ffc28c017141862377e39fbaefcf31,0e5dd1ca6cf5a76a864920b4281ea17bb0d97a8d
adfcc45b201c41a0a22ef724b148e2343f296b8e,c02419f1be038f0ed45e47a62ddfd876cd714f74,55978da89ab5a101c20f382384838bf7f3a6068c,f5109134ecf9a879e6c98941db14822120e0890a,98af7088a92bbce3e913acab594ec8fe6469eb26
0b442afaceacb918c4a0f601ab7d1c0bb7105769,946a2dbeac24af17d25c14feec0952b63e46a2b5,b4012828cb0a5187f0b4134f58aea9ae232db32f,0c1ee7e903fbeb43c78268133d5cd4a7642a2c49,71c4014707ec9f0d563d479ccfb0ae0cbb5ff0c5
d5e5a05c926d9b8886f90fe8be73a9ee9f946228,e237b71256d9cb0d9a6f869eda967b72ffd5fb9e,77064d2d9edb6a2a4f6d8dd36d7c5b7f4d4bb36b,8b7b207754e94e8a7932b7f1916a61a0f324657b,cba5fddaf764aa59fb72ee9db758787cce7b278d
fedf161eaa4f3200db307a54e689fd6afcad6ce9,d31a0013d1ae6d03cd47628f35a0936945588e0a,b7780930478f861d7497c94765cc112e5cd28c2c,b1f6d5ed9ee432711ed04e1485fdd94c9cb36bff,6336a955884ca36ccbce4c61e7da58aca60d58ad
3de545186c2a1e7d37986fd10636a5dd42213964,1e2b78ecd39882247a10f6659b41f10e43f21fea,a1820fb94d8e32b6050c4dce6b7b7e3a9c6fe943,5d392d57c5c3c1b405eb40320ca9094704144109,cba33d30b4f4adeb6df3db684461ccabb8e8ef19
59c60be2bd8273cbf3860199faf6e027f6236880,903f1f94ceed48b556d2ef58e6be7e72c840ddbb,f6ca86668aec14c9f9c995edc6cc6b3e5717f597,7114851b5dff6028bf85da30bad0ba069144449d,793e44a2692b679a4c4dd4722adff2f023e178ba
1dd577cf480f9d667b82e12bc8dde88960622838,4763a35e4b866bafd0c5f8df62ce675967f07fc8,baac942515db3def3db57118ed1d997b6c1c4f50,647b25595d7fe8b528720e61c4bc484e260c6e7f,8d61f777b2ce505665c3e192bf065088c4222189
0e0c5173d1e9427e8f62487a3421d30a2ab99ede,34cb0c95bc060b240d6ff717d5e3d936b7a10dd2,421c16b918459bf3aec42e1ed9cfb0dd8a385138,c4f73dfdcb0ded575810b03cbc445351cbb93d7a,1fdf72164b7dcb1caaad1be377732f81601873d5
0cff1b73ca46435d62efff34d2c7fbb889d36242,6798984eecc3fa1a2a1309d3fd1dd60f4c9dba89,283dce0248fe74304b6764fc73219f06931151fb,126f9f5499d7ba53d4e9614e5cf91bdbab5431a9,99d0a97bf1d5ba86111e7d996e6775a0e374cc45
bc0c46578c44bf440177e9a998bd90133d27e398,0813a29bf7d1f76b9e45947140a94ac591b46bed,23b53f108cb025653ae35f99f1b0ed889f2e0e13,b7203a478818c205dde5b144d8bdeb81e23e99a9,0ab0c3ee94253467cd96d4580c0ab9868fc7936c
4a4cfb475d51bab1edae640163105407cf807c7a,eaa9f33c91ae4efb0c9b1b787ef6aa6083a9d6c5,8ee94c5bdbb4dde3983099a34454e176c4e7fee2,85522b2c46bba67a3978c25bad94ef97631caa2f,78e602ff255834dbc94ee95453fc3be36e190d63
7b5aee3c8c5d4cfa91441db9180160c73c6387a0,09984e2fab389c3588871de7d74d1a0be3878952,72b219986941441ac06e1a2bdfeaeca93104bd9e,9f45cb3816ffcd3e46668c55ba27500f09c0c913,0dcbe9aa7aa0ddbf30c12558dfb6bea80385133f
fbaf618e48ef87a87fbc5628231c06ef024ac972,297c935eab823349ea3be8501e874dc5b4b8c7a5,fccb54be77644fd10abde32f1bf20627e60c9f51,95eaf23eebee62889ad16ab4f3e4b1906ae745ca,763f60abff1a875d36e42ac90b1c09647c6f8899
634e924f1cc73bf8fc0d109519c2e067305a15b9,f4cc01d95befcd546f10bc55e5ad5f4755dd9300,089330bf89c0a1fc2ba9ef27f68a43bd55f2aad8,6d9e3a2716c4701e74e5e18965b6a0feabeacba7,74a0acb3f2c48ed859d5a6875d3b24ef3101cfe5
8b30272957cd3f5597725759deda175c385d0476,acfdcd57fa1aa0ccb1698ba298d2d668ca946226,0d9ae30c25fe800f7a0420d49ce15122e0b2d201,cded17f0c5589562ecf6d83aa39589dbb00c6847,8f81501769f8744ac344e2c3f616397ef794ed9f
f82ac03cdc840f1eddc94ec9541f6b01ef4cf0b2,c9b96a721fe9ea039e5928a258b16373528c534f,bc86b5fd6f9a394607d2bf479a4f84192e505b64,ae33965300ed1b2cfd2bf63822f7316d8c932471,4026ba65d5156435e6903326d66402e4cac2b356
9881b4601fe87d06c1a4afce4675d82abc79d734,dcb5b0b8ecc5b5959a6a3fc77b6c03def710a9eb,8c07d963a5077e9e90067d66a4f0df1ac7af2acf,aaef3a9840b909d63cfbd62cf034a9c68ed5af68,8580022e23e9aeb76278624ecd5a04ebbfef06a4
b5da3a75bf2fd88efbcd68549841dcc71c8dced8,09e0a105b5a5fd3836717464c4f16686262adb64,874be86ab2dc53803fc766dfdab1af07b3956cb8,f40650800742b3042eead9a305c9faca7d9bbd98,b26ab07c52dfa203d5163cac220539673cdda264
1552cb7eecbbdbbce37ffce5f08480e51cbae0da,f10ce9f853bdc5568d96d6a532d6c35e2088566a,ba48818833df5e29f7fc2e281af9eadc031f4c53,e09f57081b04923358e372b63dceb4acdbb87d01,eddf86df6dc568fb95befee939f4510ebc16b647
5697b4d9b1325556d6e6043e684a2fc789e10cc4,cbbfc36042bc691236ff84c6e8ad96e7a927bd84,b2f417d8de388ab862dfc50990626a4c0225e0aa,0565f25550e6959af19ff41842f1bcbf9e579791,a7923e873d065c71a8ddc2250481361248959ca6
2d6a136c88ff8dd1c15a97aec5f5c1b00dd49eac,63689a0baaeadc4ba12227d091e12e7daeca157b,843b6de63c72c7f3c6d3abe7dd478b20c18484c6,63dd54bfda7b68bac541183e23ca994095b2efb4,4d50dabd9a66438270549a9a3c4aca1a12c857d2
3b99cd75921f02ea0069a841b119ddc3ce6daa44,734250539acd6da78d4192d9f414d983bc1796e5,8438ae336dd6654e1c000a13df5b7d0ba33bcbd5,807db7e5850c63f2a92d322878ef358a0579316e,2242df64c34fb4969508369f24dc096c947f4741
1f8810ffde1cfe82d694387d970a57649b656770,be654ba967fa78a97b8cdbde56955556deed381d,38041418a0cc2b552a3cced285d39abf205ae738,ac04923dd08a5ace7d8a21114f0836390933270d,4dcb2c0db5d9eacb645ad862a6465d1a2151a3c9
559b3031044da364637c10bee828b1238b3e0a6b,06c1ba2e498fd004ecdf16419796ccd940a74a45,df27749d70c2a3e04f58102ae418d8cbc98bd613,ea561835b5283ef3a99580f17ccd2168ac8597d7,df57755695aa572a26db94b9a2955c2721f2ee41
