"0000 - U.S. President","0001 - U.S. Senate","0002 - County Clerk","0004 - Athletic Director","0003 - Question 1 - should the starting time of the annual town meeting be moved to 6:30 PM?"
4a4cfb475d51bab1edae640163105407cf807c7a,c02419f1be038f0ed45e47a62ddfd876cd714f74,a6b21d4119a8904b78ed6f35d31dea5cee0653f1,ba017117b3a3741e49052af3e1fb546db58d48de,c6111bc73df2bcd6686989a1534a5fd35f3d9c85
74958a8415f76301a609f0757f48a5ee98215694,cbf9ce20003b1c285cc795ad5d655eed06539d27,23bc12e4942ba850ad383f2cf9c1b7562b3ae142,9bb91b9c2005eebd3662e0396488f668865b8ab1,c8fdfe686db47cb7b707196f5c348bd99e09a64d
eb409b5d3ea0d11122d1f7c5d1764574ec745ea4,cbbfc36042bc691236ff84c6e8ad96e7a927bd84,70f571c8489b77a0b9d6a5e3954ae2e5c7459e6f,826b8a8556e2c5377de76e2d6a5e73e1873e61d7,a7923e873d065c71a8ddc2250481361248959ca6
f311451f2190e9aea7c91d7a62222325e4887666,48f35ffd4ed0349b20591baf4cf4e405a94c1225,e90cacfaa983bf34ab64d315e68e7b19a512a978,1ee7d3589d56597e3a719318eade26bffe1d9598,a9218baf9e1a8dead97b5391705ed6cf5dbd2f46
205dd1afa8bd0309d6f0831e92158caf05d130ac,9a629209cf4cfaf78e3eb35dfc333a37ca72b2c5,6b406a719a912ee01e7b8aaa14783a4a497c57b0,8e5476467d8fa2df531b43d6d098dddc13198345,f43f52d5912b32f2bfc292c611c3bd44f7c58202
8345c924c653c3e542e6beb43b01a8ddc2922a05,716b8ab1813776e0771b5a9c5e5d7208876570a2,748687fd81b0f478e066380807f83129e51d00fd,c12d80565ce639aa56e9608922e80aea602ae681,51d7d839c24df7d77da62e302d053c21f3898455
7b5aee3c8c5d4cfa91441db9180160c73c6387a0,dcb5b0b8ecc5b5959a6a3fc77b6c03def710a9eb,42bf9d59f56c383855f830451b76f2d08925a18c,f6f0db1dc3b2560c52ee09eff0a2b61e02b0c9be,3854e1d1260df74edb258d57f869eae9193fdc0b
48d726173403f142d70b6a3a81974d21e0417ee1,bf48548290ef1ea6834ea727b91958f08f143b3c,b7bcaee33d978c981289f6c9f9559d2f40df9628,3c5324d33d8787858658b503fe29925b69527d1f,7cbdd75859ef7baf1376751143a58b5f945cfd84
b36e2a08b0394a72d9d33e83477d14dbfcc00e6f,5e7dab9a830aa01f44fb122ef5cf223fc33074b0,9eb6726b732df57322d9ea2023f7181a6b2a365c,4fcad8d2e60f8790f07cafe98235fb2ec55ace7b,f9f438955753128b3e8a1a8f4d136e6521c4e76d
bbaf79931c107f9f1717e8c870d5522a90a663f5,e3897ea0cf4cd3ea82d84c206622069141cef5d0,77064d2d9edb6a2a4f6d8dd36d7c5b7f4d4bb36b,8a0a4473b14922edb413754bc7b602475aa51f55,8177b2195abe85e5e4b562f94c6bdcac325f5974
adfcc45b201c41a0a22ef724b148e2343f296b8e,c9b96a721fe9ea039e5928a258b16373528c534f,38ca8f73a735f1f223c07b72124c82b509277ea7,647b25595d7fe8b528720e61c4bc484e260c6e7f,2242df64c34fb4969508369f24dc096c947f4741
d8d53ca0fdf79b4b40e1ad7c582a05b3b273591d,94f6795de7782b7fd96dbcb3df9d9441ca437669,089330bf89c0a1fc2ba9ef27f68a43bd55f2aad8,f40650800742b3042eead9a305c9faca7d9bbd98,3587c2e00113aa0357751fa210780344f95718b6
48d17d3c778f9aac66d6eaefe02a1d14492c0c04,caad7cc591d3d86355033b928992f79b7ed682bd,74c02b178ee0a403e62edcda16fe146332db43f9,807db7e5850c63f2a92d322878ef358a0579316e,1fdf72164b7dcb1caaad1be377732f81601873d5
eb455534e49abd2b553b1122c3c484ef3c5af580,573f06e0a5aab73e302fa122f6e8853bf4396300,09b4b7e33e0ab2f7b927330924757623bfd12009,cfdf3573d52bceda6006e9bba99d2ab216b84397,eddf86df6dc568fb95befee939f4510ebc16b647
37322ee38ea07818ad5fe4a408588c9142cf5ec2,01e8c60d3eb4a1f57d772803775aa5f9d7db9faa,34e8c116c31a253ee7e91e5bed1942b4e07dc341,1d9859aef178e3288cafdc6376b932d59f783f17,b76198bc25c30b5f2056ef9461f35cfaa7684195
409a0672d1c90a0211c0e2ebd9b43dce4d2bfe4d,9d70ee121182d0555bbc3502919ba10e9f188857,ae94c2df198f451813a5e5d228a228bbb1549697,81e3116b0c44ec7ab22543e80094d5aa1b159b8c,1a267b880390b9bb5a1e90a292f59361a039cd4c
0cff1b73ca46435d62efff34d2c7fbb889d36242,172e5056d9216359e4e024fe9d7b9fee2dab2ddb,8438ae336dd6654e1c000a13df5b7d0ba33bcbd5,378cac4bff4b8aa691722a54cc5850cfa55513c3,4026ba65d5156435e6903326d66402e4cac2b356
0a10b8f7b8510b5773464159a713e0fb90416fcc,0f18235d84c47535d237f96c9a1bc8d1ebe82897,8c07d963a5077e9e90067d66a4f0df1ac7af2acf,c3cda62d830076c489c182debf36929c2b2d2e29,2405629ff6ce266bc1c1ab70804e5558f0d993ad
6fed6e88e19f5957c9f35ac7928bdfecdaed0c16,1a5ca2c3036c7fe2fdd195c1778fdfeb3328323e,22f7ece032f454beda3b722bf9d6796dbaef17a0,dbfba2267309fdc05594ccf0de415c82da6d8e7f,4cdfc3a87c838cff95c1a313c31368a2e3e41af9
2c01a7fb5bd7aa4723547ad6c18be7efdbd6b940,297c935eab823349ea3be8501e874dc5b4b8c7a5,e7175f18b4b7cd64b3c9b93faf49fd6bc34d0227,4687e07a2bd9f40751fb037d925b55ef29e2f938,3c01772b8f5062c0b0c6c65b30b3c70b6b5def9b
d4183190d800c19a0a402e186c7d86ad451ce5d2,59bb1b6fa22aa339e2c9063433af1181d4f277b6,6ba18abaeb8c5f0d9f829edba30e3bbac0f0de0e,51a261e8e6813cb8989fce148060a9bd040f0186,bf8f7853609620ee69b88e1f97d91099e1255c6d
e1fa2fae0cb6b293530d89d99bc806da83fcd02a,46d63080f03ef03f60e95724d1a5713ee5150ae0,5c2c1a3c894bb009741743ac994d5e34a130cace,77d1b3ff2e68a17151379f734b398d16ed96da3e,6336a955884ca36ccbce4c61e7da58aca60d58ad
9b59862b04034614a4e350c30e9f3d8f348bdc77,35fed8625c78c8e545a30ece196e39907b2b02e2,91470c0f35490eb2691bc882cf5d7ae9896dc883,b1f6d5ed9ee432711ed04e1485fdd94c9cb36bff,6a997c32e31df007c2e33304a4949682dd92b215
b8a549ed6cea8e930afcc0dfc4d53d9490216c40,f4cc01d95befcd546f10bc55e5ad5f4755dd9300,3d3a79b3bdf7a2ef9cb3b4b66db4736b71df6911,ce1b581a648ac13736bfb442e7cd141b0b546a3e,2c2a50060ca988bb73102b6038520d2a15924894
b5da3a75bf2fd88efbcd68549841dcc71c8dced8,0c19d34aeaf6a05ecb0cf97cdb6ada694fb7d3d8,fbfcea98fa29e169769ed51bcda2cb4fbcf16159,24aed2e14f3329ebeb2eb81d73c0e6737b943d2f,793e44a2692b679a4c4dd4722adff2f023e178ba
29062cdbe2ef36f7bc2051475bc155c992d3fb7f,946a2dbeac24af17d25c14feec0952b63e46a2b5,421c16b918459bf3aec42e1ed9cfb0dd8a385138,457f56b0e2f88cb35b31b2072d35ff2797513f11,7ad29311c700acaf0643c0ecae07917678f970ca
f9a2d2cef52f3063bdf042bad97d9a6df5ca205a,7ac91df12467663e3774859c57cd5f91f394a1ad,38041418a0cc2b552a3cced285d39abf205ae738,31fc09743f435b04c9a8f8e52283c810ef511007,a4564f628cd6c36ef6c630a9e679297721328687
40253eb7dd45557ccd462d18897873bfaf3bafb7,ff619ff36e35409a65b3ffe1203b2cd5981f86f6,d1bfbbd2d7a1d6b7ac4e1b2eab841ebfbfe88c10,ccacd47b1a0283b6df8798f91a8a2b8f0f5507a3,8f81501769f8744ac344e2c3f616397ef794ed9f
9bce5c60ab89e7fc64ecb304966ff4cd7ae94cba,bb4f812bbc12bb4a0d8ba31b5c83bafdfea6b388,b1324bcc7ceb3e5dea05114920ec0598f71b09af,9ab26b56e5d635309f2dc1918a5d2d7abe5b6b14,763f60abff1a875d36e42ac90b1c09647c6f8899
1dd577cf480f9d667b82e12bc8dde88960622838,2737ec1aa9f0327e1cfca8cd07ef146100638c72,a4775b678e2fa17717e789a314e3ccd63ee2352e,1b69ff5d90711863cd1acc55397abadb032e0ac5,fb18391ff22567054859a3f4f7f5bef261d4af0c
d5e5a05c926d9b8886f90fe8be73a9ee9f946228,09192068c951050fbb42f01a9e04f2c3fd9c31bf,2c9f504eb38b858f5ca05d2eb77c629a1896f2c9,5d392d57c5c3c1b405eb40320ca9094704144109,ad3927e08a318b23d72a4928ed18a9a8fca3062e
59c60be2bd8273cbf3860199faf6e027f6236880,08277f646cc149010888662b317641317e257c2f,df7931173169feabff52be123ba65ab7f54091ef,cb5a0150d6f71b5f9bd26be03c334880ff2dd811,f903ce32ba742030628646543390c9886ef6a349
0b442afaceacb918c4a0f601ab7d1c0bb7105769,b1360bf4feb8612572075352153068f9f3f7f283,98ae0eb151deeb89781a19ea5a10db1df196187e,b78d835ba34d00f7f8dfebc8a829c426da1d37b4,e109f0fb778a4d62cf023ff85590147186c3f21f
6de44c0b32f5c743da7f99344e4aad7c2db0ccbd,be654ba967fa78a97b8cdbde56955556deed381d,68e62f81807db3c46253dc5963542bb89375a222,cded17f0c5589562ecf6d83aa39589dbb00c6847,20ef9112cd3dc6e0b655932ca5a61dc398217653
5697b4d9b1325556d6e6043e684a2fc789e10cc4,63689a0baaeadc4ba12227d091e12e7daeca157b,55978da89ab5a101c20f382384838bf7f3a6068c,a2d1dd5f4ec3318be26e7186cbf3e46159695136,17843667f67fb29e79db96d6b040be0328dff7d6
0a38788834a0c165190a3ca82bd62a7a7c701c13,180c3be9dac01ca5ff6b89a596589dd8b215ba9f,bcf1b06053798afd97f9d2ffd88f1519b681abf5,4cdd1b21d93eb293bb8b8e3a8d3e876afc030dbd,f9af1db80ee9d7e45ee734e4d87d9ec28a48a99c
729f0fedd6afac6ff81bc24814c46c3198a8611a,2beb3122daff838ba796f1802ba8d30f6d7de3dd,283dce0248fe74304b6764fc73219f06931151fb,0565f25550e6959af19ff41842f1bcbf9e579791,c336c14e18c3ac87ab06493009281f50e103e0b9
634e924f1cc73bf8fc0d109519c2e067305a15b9,1e2b78ecd39882247a10f6659b41f10e43f21fea,7f71cbc43db7e3a60b5df0f3b87cbd847a564c18,23bc0e98fa82077361c9419f11ac3f907fb3fd06,9f2c697643eed654fdad2600b74ca8817f3edca2
8ef4b6fde8a1eec0852e1903883e69c2189ff0ea,cb04dea368705810f4870d182f6c7d6c51f5f535,9955a8ae82232620659ae7f311470ef87b64414a,9f45cb3816ffcd3e46668c55ba27500f09c0c913,4dcb2c0db5d9eacb645ad862a6465d1a2151a3c9
410223d46c0d5fc107f176f19ce4bf7ac452e664,718b2503e14955a1c0428a6484fd6ac75da7ae11,23b53f108cb025653ae35f99f1b0ed889f2e0e13,c35b652082303b524bff09207fca58c802804a5e,2d2ff59a9f18dd084fc2a0a42cd26d0168b63ab0
559b3031044da364637c10bee828b1238b3e0a6b,0813a29bf7d1f76b9e45947140a94ac591b46bed,31c7ffdaff511843782b46fbcf3715ebc03ef407,0918703a4292366e349edab8e5926fb58fa0dc0c,6f9ca20131144c7574953280b0dc7213aa18924c
5b189cd962a5d69a16c706338e845a7b5f353efb,734250539acd6da78d4192d9f414d983bc1796e5,b733efbc7f55acb8f2d7db075c7f2161e27faa77,ea37cfc8a616fca98878f081b4cc4a966b94c571,af50331dd2f8d8d46b09e5f769134e24068971e0
46f740ce706459ec3c8861065e0d24b99ac525d1,1ffd6b7e38d2fb863408b70eb5273c394fc226cb,993facf221cec05114847d45781faaf6a9cdba45,2598e2d83594deb9fdd9647b5292d7e14463b491,a766d56430ca050f7d4eeed227e0c5c2c075ef46
e68bf25fb630b97961dfa0fa07bb4e53f042a983,30b48a409de24936ca8442a9a8eeae49e878b7be,8872fd038ca9d1e9bb57a46dafe533fa9e0f0295,b5f1c189df66a0cba3d2eb01c587ecc59958316c,2a7cb0aa0f5f9d995a4480782da586306fdfaae6
8316947ad603152c3f19a5ca0332602bae11a372,b502039484334399d3039f3e43b64d4f821cfd32,5c64d530ef532dd72070cea650ce20cf1ef36e30,a03908d954aa765c66a33e699f43929863c27b44,658f3177f59d09fde3969ce19a622f30ad760d20
4856ac479c1426b34e32bb88444c30d93b0905af,ff2803078c78a674dd322d2db10a668354e7ef84,0d59050f3a7a6034ac4131f290b81139e8e54114,61cd867350a1d2f45ed33d58200c57005e62472d,499b2972e5384c0c43bdec0804effeb86b830045
b0e65f32b7cb2d3d72a588be134b02afec79319e,117b0603f10baaf2fc827ec75614373f77b88389,37370a48c3db0489feedaa4955623e0e1c9c2fde,7222b738adee406678f28a2328f286461548ebc6,de0f0e2ac01c97368c2efd0928f6b3462794cf80
cfe8fabc4fee069f7ff65e3e78190bae50e22a0e,1df2686b4d0d17d748682e839534a93ecfc5244c,ba4eace8bda59f3ef8463536351df2da5d20f5a4,20319263cc616cbb9d08b1ca544e6c6a32c6521d,ac6f07b173ccbcc97dfa9a17fd5a6b26750452f3
775504ca376f77de9fe339e9050b185453b290b6,281d0945583d84de04c6edd4d95d1f9f802f5fb6,df27749d70c2a3e04f58102ae418d8cbc98bd613,f5109134ecf9a879e6c98941db14822120e0890a,052bb6f8d7cc6278ec70e5e93c3dc24efb23daa7
f82ac03cdc840f1eddc94ec9541f6b01ef4cf0b2,e237b71256d9cb0d9a6f869eda967b72ffd5fb9e,ea004d0c5be51599163a066ae3baec7bf880543e,8b7b207754e94e8a7932b7f1916a61a0f324657b,c901dbaa77dc2e6b943fdf8dc697c9a23a28fb48
3b99cd75921f02ea0069a841b119ddc3ce6daa44,54d4460c793fded560d8ef3f99bfcf543818fd89,b83e775bb4efcee91b21a7a9eed60bd2b052222b,30a0c1efe04822f908e4bf3388c467c2d646b471,3cfe66054e26e4ac9f375de26f686818b6b1a6a2
d877291602680fb7924ef8cfe6ec9b0f06122df5,c20f2014fc0ac4ccaed2f8dfaabda3e24061c05a,a1820fb94d8e32b6050c4dce6b7b7e3a9c6fe943,b25667cb92788e6fc24bf189571d4992ba40be45,cba33d30b4f4adeb6df3db684461ccabb8e8ef19
2ebdea08321458ed80a300b1185b365fb8d10087,7be4f0e44b3234c3f6b022ccae9d698d20f88704,5bec270ade2129ef0b94f7e003e17829e8d9f9ca,55af6e365e2dbf52aad8df0a3d7f5e573666b67e,80372ab6183a0a81e0511e2989eb732f043d8a30
7f46e8cc1405d627ee4491b3f9c5630f28e8348d,29fcb012137027017b26992488d1e168cd08fe47,f1e03f9c826ca865cf0a5ff64b49b42ab479913b,89f44e2d72b3ea4d579ce2ca6d8ce3b385c71544,5a9343b9870fc2c86f56e2418e5e3aed558359c4
3dac3978bae838d5ef42844cd086fa995e98e5c4,055895bc9c2d0d97513e9e43c21758346c0fe223,009deb4a9be07ab285295d653b33b1f2d2b488bd,8a29414ed17ab7c224d417b05a23050af5db529b,4f052caf73aa8fcce679e738320976e6400fded7
b4ae113175e2d978032cd2c7b9b0bd2cc3dec214,4763a35e4b866bafd0c5f8df62ce675967f07fc8,f4a39d78cd038f6c28f00f40ae63a71f2e3003a2,13bc74278d91340b6dec4a94ccc9e079daf90c91,99d0a97bf1d5ba86111e7d996e6775a0e374cc45
a921c8bfa56840ded3439998403d1dd436e3bc73,31140a1570e859f291453b60f23c5e223ccaad2e,e519ea72305baea86dfb9050b81c3025c43f96cb,7232f061fb5fd0cdcfacb90d498dc5a5ec864c95,74a0acb3f2c48ed859d5a6875d3b24ef3101cfe5
c5e20c2d46e1559aa9766bbc2ae882c9e8ceab63,a19e5c8a7cd9dd00aa1b983961c193d8a7e13f7e,b7780930478f861d7497c94765cc112e5cd28c2c,72297df50c5515f9bd977ac1f6a0fc1188e575b3,37f776d9b70ed7dbedfd789d0e9fd8441f0e0ccd
d0f13adfa446d7398019ef9ed0bf16a8f49471d9,34cb0c95bc060b240d6ff717d5e3d936b7a10dd2,fa60a543cd6938bceda8b4750272c4853d795a71,126f9f5499d7ba53d4e9614e5cf91bdbab5431a9,dace6a75b5203db0163ad111a9d75986299aa793
1f8810ffde1cfe82d694387d970a57649b656770,f1acea36698a28bb1ba7ba64c07219cfbe6de6c7,0d9ae30c25fe800f7a0420d49ce15122e0b2d201,6d9e3a2716c4701e74e5e18965b6a0feabeacba7,8d61f777b2ce505665c3e192bf065088c4222189
bc0c46578c44bf440177e9a998bd90133d27e398,2b5f007db519d2e8729d67a725a43c58709b6f6a,bfb734f4d9c683c60ebbfbc9898f7b011bc4d8d7,d76f89e2946ff6af300f88b516d971c4a36e855d,12311d462ed685080ba3d427868c15a66d632c88
252583d3d6d13f20e196e79155c0c84228b4cb69,bf9a01e943f99e780c39b3e10a2291b98d4ae131,ae3fb940852dde14052764514f6f22daa5a7f4f9,f3ecd87327350db6bf1c0b9cd3814bac7220ad64,4d50dabd9a66438270549a9a3c4aca1a12c857d2
16f1f10ba839fcd31ebb431c9faa1d0062502547,09984e2fab389c3588871de7d74d1a0be3878952,2d6693dff4b4a0c11e8c9e6369ea8edaec174521,dc999aecc101a09fc751f134a7ea263c6cfad9e6,deb3b213dd820174a1b9fe408c375c04b9a38219
0f894303b6187e39ba751a9eadaf581b0b84b7b2,b22409537047f6aacf251fd166e1a93d5a9ccf2b,5f354217c47773f6c18362a2cad07d3ee10ecd62,54b1a18ac2b97045bf99e7e5d4f73904ea2be7d1,14a72cefd6dea135d599a9640f7c6bf33b09ea49
d91cc5790a05b7f842eeb3c9c3420e2ad7dac8c4,8aa5ea033dd729c20ad3e2f11f09452696935553,38d4536e6ef8ee47a9755e292943f8d4b84cef32,ad0a4c144b2e11cbe3ddf45f25b21bf588054cd3,bf75915c76605d0f86c2bec43f249647ef6fb1a9
daeae4d2e83ea31803d1ce74443afb02217a91b6,084ee4dc94b0da946fef5e338416af080788724a,3387c74f907c84beaa4c46389ef6689846dd7242,de4d606840fa24c8c8fdedd62b56c188f28fcb32,4de55b773e158c2a3f95528b798859b67a48c38b
0e0c5173d1e9427e8f62487a3421d30a2ab99ede,1b947f59796001c164f0441f955f74a385514e1f,b0b9ced6883932f76b4d0012caddd1ccb2bd15a4,e08bb9d1d6253ca6df9965fe4d0c6ec2458a63d2,71c4014707ec9f0d563d479ccfb0ae0cbb5ff0c5
fedf161eaa4f3200db307a54e689fd6afcad6ce9,7f40cabc466b2ebfda6572ed1a7205b85a6624ec,4e9490dde1e9a1fc43516227c88cd2d158e9d146,4ff5d6aa33ef5d03a843c236a1d29236dd1a247a,c6ec5ed00596b271c9f4ee91555b58a6d52924d3
8b2918e6bc122c9febfe05b975ee9015bf17bd2c,b83747a7204842bf5dde148af300b1d6bba5deb6,1b75ec9b2d9aa2d2a6e61c644e0b59df73b212ab,5f12bbe9365948ee5181556af1ace9bcf09c1dce,07d855e9737ef878bdcf53e49c276a3e73c1e5dd
02cc45e207095f05e6bb7a2615d1378de4903961,dda5df5a19bf2cf4fbde36f341b06cdf0c418a8e,f6ca86668aec14c9f9c995edc6cc6b3e5717f597,1799f2bcaef7da62d165493baca09d6714110c7e,dd99eb8e36099697ec0390f8284e60952ea1f9da
ecb496c69fd7a63623ca1a2235658eb084c3eb3e,b7e1cf44027732d847f6a81f43e120282e325bed,97a7ef0403edd6c6be164037b0a2de7b906d0023,1343ae97039b3ac6f6d622fed461ccf36c28f7e1,0e5dd1ca6cf5a76a864920b4281ea17bb0d97a8d
e88d6a3da1ad4b07686274aea923769c6fa34558,0bb2e2c33ad96506ad5c0b8c57b17de3b8b6e99d,8ee94c5bdbb4dde3983099a34454e176c4e7fee2,7114851b5dff6028bf85da30bad0ba069144449d,0ab0c3ee94253467cd96d4580c0ab9868fc7936c
9881b4601fe87d06c1a4afce4675d82abc79d734,373ac9f009881e69ba4225027b90599070c2ac55,6ec90d9db99263364e1b3ce6cdd5a294bfad4c4d,d202d18cd80761bd242100dbc8c2c2c05e8f1cac,d576998ed040bfbc3f9e9758e26e59f568e31843
8b30272957cd3f5597725759deda175c385d0476,626d47d0e2dad79bf58bacee1667e6a0b08a2057,c787f46d03c2ef5cc885bb495ff89523326030d2,e0088ba78353bbd9a4ba59f4e2ead824d0b9aa83,16dd06833869d06f45f7a97e6bf855a5ba45addc
be152ebaf1fc692cfa13f27a59d135869f1d0521,f8eb9bd7852d7382c8f0433023293bcc1c9a4bd8,f572a747d51853c4662dc899e8573cdf89303430,45668d211a331afc727620fb2898c558fa836f99,a4e3c5c4267254dfc4d461481c2c59b566bb7b71
2f24ffbbbeeed582f34ed8a71dbce60b781cc13c,55e961c60234d5843159fc65389e200dea5c0ee5,28ce43a7dc1703ddde0d0eeda7be1844f49c70e2,ae33965300ed1b2cfd2bf63822f7316d8c932471,98af7088a92bbce3e913acab594ec8fe6469eb26
9fd63aeb21d254175c028e1f631b4ba8ec17f00b,85e23f341a78bee7c19c4f4d364cfb58909fc10b,fb345566b0b532dd59299eeb6da32a086bca0b16,85522b2c46bba67a3978c25bad94ef97631caa2f,f911fdeb03ffc24ef553dacdfe6fc5338b270965
6970abf8f589717ff218e63905948f5698733653,e8dc389f1fc6116096b1596ab148601ca1477619,874be86ab2dc53803fc766dfdab1af07b3956cb8,0f6ebb3caa8a74de88cdc6e0a5785c7466c26421,b183dd36d49c96991119d99fa2e2b236c81eb646
ba0f3f5997507376bce9e4b968a98aff72c75edf,b305115800e30af9fc35e529fd124e487cbc2cb2,a98afcb2b6cbb0fa411b8ef3e5d52c1837b2957c,ea561835b5283ef3a99580f17ccd2168ac8597d7,23e44fa04df260d715aae9a938c82768c35ce7d0
0149b1217802a22a8832069fc79f3a1664671cc9,e421b8a81c114f8c27bd95c560e606e77cb74a47,fc4b0bacf762a2a50bbddf61832a8adad94a18bb,395716c3c1f3a8034b9300e9dcc12e01c7575eeb,ce3dee0636937d79448e368e55f9cc3d50130c37
38d78ca38f3640b36a73db925f8e0310226f9cba,d711aa5f5a91a1d6f36a83462b78f46a917f4144,bc86b5fd6f9a394607d2bf479a4f84192e505b64,3b203cad54307c40abfc6af200c97c7f613cd78a,b138a39c8d92b985547d187047b247337cbf90e6
59392f1c597e7a1fc8bbad2cad3f61a374333bfa,297e3ab4801cb482b7d932368c9db9b8d17dea33,c361beab63f12b9cc1d8e767a5d16ae4b573eb0d,29217c012a0a1ddce5f0fad1c779d2728a385be0,a9d11156864d8c0b533647cba29701c68b9375cf
d5eb5fa249269e4b5a21594643b8f2a8c144f0a6,f10ce9f853bdc5568d96d6a532d6c35e2088566a,e2316fe3ba3882889a2a1163ec7bc22d2bed0c02,390f1e00f660aa5c2e46fab59f7b81632cd77bb0,048a09640273a9529ad8619911dd9732320997ac
5f8aa6b7d3d7789761a0040c0a568ae5444488c9,86351341da3ca1c6e963975bc503c64ede458dbd,72b219986941441ac06e1a2bdfeaeca93104bd9e,aaef3a9840b909d63cfbd62cf034a9c68ed5af68,f4c1756368e4b1e68715788a4450400839738209
a003ad5f37aad62ceef18b3acaae4a8dd156aa65,dbb0826ab8d68abae31456ca000e719ed53fc4e7,e531621aa6f906c333c390c413146b7ba0bdc4b5,98df9f9f593997092e3394d96f9fdfdb58384164,1eaffd79bb8721eba5b743c6c58ab82000d6db0d
39247c5d59fb01470042898de2e64b323fbd2638,9670aff43cb6ff94b674261abcaec5da0d776f05,f32ac3d0db2b9511007399879bbb707d28e8ea81,a133d5dcbc9f3628743919418009d9b75bde75b1,3f9ed4ffc3f76ef064ce200088a64c90059b6d21
fbaf618e48ef87a87fbc5628231c06ef024ac972,e1440236d50698347a95a5b0fe4c6bac6a775928,73dc0c662fbda29921d3c7223ebf56b6eabc51ec,e7755564ab5a2e8f01329cf5ee3fe5810ed14186,78e602ff255834dbc94ee95453fc3be36e190d63
b9758771727559a8f8016156f8d60ac186c02752,1cacb0c942e5408df42fdc7175777bb444630a81,b4012828cb0a5187f0b4134f58aea9ae232db32f,5b5970086dccf263040e1e0d1ec54953e14708e3,49ffb540bc6c3d82191ef570d1b34813091ccf90
618364dd5ce90f62c3ae571a3c372aa94b0c6074,13b21bc8aed17862f4f1a8932f97bcfa8f2ad208,b23c8221e8468b4138979bcaa5ed14e31f8868be,025232144db377a6b4aacf549d3d99b2b0b1ae86,8580022e23e9aeb76278624ecd5a04ebbfef06a4
6a765ebee4add535d5719b1d5fc501b738462a26,20be66083a054854e3346aaaaaf56743c39a966b,2b50e07a353efb2895ffea716da0d5a7a438eec5,63dd54bfda7b68bac541183e23ca994095b2efb4,9a0b11db52b1d68ff67e00eb55d8385f4c3da106
